iteration,loss
0,0.191694
1000,0.002565
2000,0.002204
3000,0.002024
4000,0.001911
5000,0.001812
6000,0.001768
7000,0.001664
8000,0.001696
9000,0.001583
10000,0.001633
11000,0.001531
12000,0.001528
13000,0.001477
14000,0.001453
15000,0.001479
16000,0.001410
17000,0.001427
18000,0.001374
19000,0.001395
20000,0.001344
21000,0.001395
22000,0.001324
23000,0.001383
24000,0.001316
25000,0.001327
26000,0.001314
27000,0.001293
28000,0.001319
29000,0.001263
30000,0.001312
31000,0.001259
32000,0.001283
33000,0.001243
34000,0.001287
35000,0.001237
36000,0.001308
37000,0.001236
38000,0.001254
39000,0.001243
40000,0.001232
41000,0.001257
42000,0.001205
43000,0.001252
44000,0.001205
45000,0.001228
46000,0.001204
47000,0.001242
48000,0.001195
49000,0.001256
50000,0.001204
51000,0.001229
52000,0.001205
53000,0.001203
54000,0.001220
55000,0.001180
56000,0.001224
57000,0.001183
58000,0.001202
59000,0.001178
60000,0.001221
61000,0.001171
62000,0.001237
63000,0.001181
64000,0.001199
65000,0.001191
66000,0.001185
67000,0.001200
68000,0.001166
69000,0.001204
70000,0.001163
71000,0.001195
72000,0.001159
73000,0.001205
74000,0.001158
75000,0.001215
76000,0.001169
77000,0.001192
78000,0.001172
79000,0.001168
80000,0.001189
81000,0.001156
82000,0.001192
83000,0.001154
84000,0.001182
85000,0.001149
86000,0.001194
87000,0.001150
88000,0.001206
89000,0.001160
90000,0.001178
91000,0.001165
92000,0.001158
93000,0.001180
94000,0.001146
95000,0.001181
96000,0.001146
97000,0.001177
98000,0.001141
99000,0.001184
100000,0.001145
101000,0.001200
102000,0.001151
103000,0.001175
104000,0.001157
105000,0.001147
106000,0.001173
107000,0.001140
108000,0.001175
109000,0.001136
110000,0.001165
111000,0.001143
112000,0.001173
113000,0.001141
114000,0.001185
115000,0.001147
116000,0.001173
117000,0.001148
118000,0.001143
119000,0.001167
120000,0.001133
121000,0.001170
122000,0.001132
123000,0.001159
124000,0.001143
125000,0.001160
126000,0.001139
127000,0.001184
128000,0.001142
129000,0.001163
130000,0.001152
131000,0.001131
132000,0.001163
133000,0.001132
134000,0.001162
135000,0.001128
136000,0.001155
137000,0.001140
138000,0.001158
139000,0.001137
140000,0.001174
141000,0.001136
142000,0.001169
143000,0.001145
144000,0.001126
145000,0.001156
146000,0.001130
147000,0.001163
148000,0.001129
149000,0.001143
150000,0.001140
151000,0.001152
152000,0.001137
153000,0.001173
154000,0.001131
155000,0.001161
156000,0.001142
157000,0.001129
158000,0.001150
159000,0.001131
160000,0.001153
161000,0.001130
162000,0.001141
163000,0.001141
164000,0.001151
165000,0.001128
166000,0.001169
167000,0.001128
168000,0.001161
169000,0.001139
170000,0.001124
171000,0.001147
172000,0.001130
173000,0.001149
174000,0.001126
175000,0.001136
176000,0.001140
177000,0.001149
178000,0.001126
179000,0.001162
180000,0.001127
181000,0.001163
182000,0.001133
183000,0.001122
184000,0.001144
185000,0.001126
186000,0.001149
187000,0.001123
188000,0.001134
189000,0.001137
190000,0.001144
191000,0.001124
192000,0.001162
193000,0.001127
194000,0.001159
195000,0.001129
196000,0.001122
197000,0.001143
198000,0.001125
199000,0.001147
200000,0.001118
201000,0.001138
202000,0.001133
203000,0.001140
204000,0.001123
205000,0.001155
206000,0.001123
207000,0.001165
208000,0.001125
209000,0.001117
210000,0.001140
211000,0.001124
212000,0.001147
213000,0.001117
214000,0.001134
215000,0.001136
216000,0.001134
217000,0.001122
218000,0.001155
219000,0.001120
220000,0.001160
221000,0.001121
222000,0.001117
223000,0.001137
224000,0.001122
225000,0.001147
226000,0.001114
227000,0.001132
228000,0.001136
229000,0.001130
230000,0.001122
231000,0.001153
232000,0.001120
233000,0.001158
234000,0.001119
235000,0.001113
236000,0.001136
237000,0.001121
238000,0.001145
239000,0.001113
240000,0.001129
241000,0.001140
242000,0.001127
243000,0.001121
244000,0.001148
245000,0.001122
246000,0.001155
247000,0.001119
248000,0.001112
249000,0.001134
250000,0.001121
251000,0.001144
252000,0.001111
253000,0.001131
254000,0.001136
255000,0.001123
256000,0.001123
257000,0.001150
258000,0.001119
259000,0.001152
260000,0.001118
261000,0.001117
262000,0.001129
263000,0.001122
264000,0.001145
265000,0.001106
266000,0.001134
267000,0.001130
268000,0.001124
269000,0.001121
270000,0.001145
271000,0.001118
272000,0.001153
273000,0.001118
274000,0.001117
275000,0.001125
276000,0.001122
277000,0.001144
278000,0.001105
279000,0.001132
280000,0.001131
281000,0.001121
282000,0.001121
283000,0.001143
284000,0.001120
285000,0.001151
286000,0.001111
287000,0.001120
288000,0.001123
289000,0.001122
290000,0.001137
291000,0.001106
292000,0.001137
293000,0.001128
294000,0.001117
295000,0.001118
296000,0.001143
297000,0.001120
298000,0.001149
299000,0.001112
300000,0.001114
301000,0.001121
302000,0.001127
303000,0.001135
304000,0.001103
305000,0.001141
306000,0.001122
307000,0.001115
308000,0.001122
309000,0.001135
310000,0.001120
311000,0.001148
312000,0.001111
313000,0.001112
314000,0.001131
315000,0.001116
316000,0.001137
317000,0.001104
318000,0.001139
319000,0.001120
320000,0.001111
321000,0.001120
322000,0.001137
323000,0.001118
324000,0.001146
325000,0.001111
326000,0.001118
327000,0.001127
328000,0.001111
329000,0.001139
330000,0.001102
331000,0.001135
332000,0.001124
333000,0.001111
334000,0.001114
335000,0.001136
336000,0.001117
337000,0.001148
338000,0.001113
339000,0.001112
340000,0.001125
341000,0.001119
342000,0.001132
343000,0.001102
344000,0.001136
345000,0.001120
346000,0.001109
347000,0.001114
348000,0.001135
349000,0.001117
350000,0.001146
351000,0.001109
352000,0.001113
353000,0.001123
354000,0.001119
355000,0.001131
356000,0.001100
357000,0.001144
358000,0.001118
359000,0.001105
360000,0.001113
361000,0.001132
362000,0.001116
363000,0.001149
364000,0.001104
365000,0.001113
366000,0.001120
367000,0.001122
368000,0.001128
369000,0.001099
