iteration,loss
0,0.254651
1000,0.002920
2000,0.002696
3000,0.002541
4000,0.002432
5000,0.002310
6000,0.002295
7000,0.002146
8000,0.002182
9000,0.002101
10000,0.002095
11000,0.002007
12000,0.002051
13000,0.002035
14000,0.001984
15000,0.001971
16000,0.002006
17000,0.001959
18000,0.001936
19000,0.001942
20000,0.001845
21000,0.001902
22000,0.001821
23000,0.001863
24000,0.001786
25000,0.001843
26000,0.001835
27000,0.001799
28000,0.001807
29000,0.001836
30000,0.001809
31000,0.001797
32000,0.001800
33000,0.001734
34000,0.001787
35000,0.001706
36000,0.001763
37000,0.001687
38000,0.001753
39000,0.001743
40000,0.001718
41000,0.001715
42000,0.001757
43000,0.001738
44000,0.001728
45000,0.001732
46000,0.001674
47000,0.001730
48000,0.001644
49000,0.001714
50000,0.001632
51000,0.001700
52000,0.001688
53000,0.001675
54000,0.001672
55000,0.001714
56000,0.001686
57000,0.001683
58000,0.001691
59000,0.001637
60000,0.001702
61000,0.001606
62000,0.001671
63000,0.001601
64000,0.001669
65000,0.001657
66000,0.001647
67000,0.001645
68000,0.001683
69000,0.001659
70000,0.001654
71000,0.001667
72000,0.001614
73000,0.001672
74000,0.001588
75000,0.001651
76000,0.001579
77000,0.001639
78000,0.001641
79000,0.001628
80000,0.001623
81000,0.001661
82000,0.001636
83000,0.001636
84000,0.001652
85000,0.001597
86000,0.001656
87000,0.001567
88000,0.001631
89000,0.001580
90000,0.001621
91000,0.001616
92000,0.001606
93000,0.001620
94000,0.001642
95000,0.001626
96000,0.001620
97000,0.001631
98000,0.001584
99000,0.001649
100000,0.001557
101000,0.001612
102000,0.001575
103000,0.001602
104000,0.001606
105000,0.001601
106000,0.001605
107000,0.001629
108000,0.001613
109000,0.001613
110000,0.001624
111000,0.001578
112000,0.001629
113000,0.001556
114000,0.001602
115000,0.001567
116000,0.001591
117000,0.001598
118000,0.001593
119000,0.001595
120000,0.001621
121000,0.001605
122000,0.001605
123000,0.001619
124000,0.001577
125000,0.001615
126000,0.001562
127000,0.001581
128000,0.001566
129000,0.001586
130000,0.001591
131000,0.001591
132000,0.001592
133000,0.001604
134000,0.001605
135000,0.001594
136000,0.001611
137000,0.001572
138000,0.001607
139000,0.001560
140000,0.001582
141000,0.001548
142000,0.001576
143000,0.001588
144000,0.001594
145000,0.001578
146000,0.001603
147000,0.001594
148000,0.001590
149000,0.001613
150000,0.001563
151000,0.001597
152000,0.001554
153000,0.001577
154000,0.001545
155000,0.001573
156000,0.001583
157000,0.001585
158000,0.001580
159000,0.001599
160000,0.001586
161000,0.001586
162000,0.001605
163000,0.001562
164000,0.001594
165000,0.001549
166000,0.001574
167000,0.001546
168000,0.001569
169000,0.001571
170000,0.001588
171000,0.001572
172000,0.001591
173000,0.001586
174000,0.001582
175000,0.001603
176000,0.001557
177000,0.001586
178000,0.001550
179000,0.001571
180000,0.001544
181000,0.001566
182000,0.001563
183000,0.001584
184000,0.001567
185000,0.001589
186000,0.001588
187000,0.001580
188000,0.001596
189000,0.001555
190000,0.001588
191000,0.001543
192000,0.001566
193000,0.001543
194000,0.001569
195000,0.001563
196000,0.001578
197000,0.001567
198000,0.001583
199000,0.001584
200000,0.001581
201000,0.001591
202000,0.001558
203000,0.001579
204000,0.001546
205000,0.001566
206000,0.001538
207000,0.001563
208000,0.001565
209000,0.001573
210000,0.001565
211000,0.001586
212000,0.001576
213000,0.001580
214000,0.001591
215000,0.001553
216000,0.001578
217000,0.001552
218000,0.001552
219000,0.001536
220000,0.001564
221000,0.001562
222000,0.001569
223000,0.001563
224000,0.001589
225000,0.001580
226000,0.001568
227000,0.001589
228000,0.001549
229000,0.001578
230000,0.001554
231000,0.001552
232000,0.001533
233000,0.001558
234000,0.001561
235000,0.001570
236000,0.001560
237000,0.001581
238000,0.001582
239000,0.001566
240000,0.001590
241000,0.001546
242000,0.001575
243000,0.001550
244000,0.001557
245000,0.001529
246000,0.001554
247000,0.001560
248000,0.001566
249000,0.001560
250000,0.001578
251000,0.001583
252000,0.001563
253000,0.001585
254000,0.001544
255000,0.001577
256000,0.001552
257000,0.001552
258000,0.001526
259000,0.001560
260000,0.001554
261000,0.001567
262000,0.001560
263000,0.001571
264000,0.001581
265000,0.001562
266000,0.001585
267000,0.001543
268000,0.001575
269000,0.001562
270000,0.001545
271000,0.001525
272000,0.001555
273000,0.001553
274000,0.001570
275000,0.001559
276000,0.001570
277000,0.001579
278000,0.001559
279000,0.001588
280000,0.001542
281000,0.001577
282000,0.001563
283000,0.001533
284000,0.001528
285000,0.001559
286000,0.001545
287000,0.001564
288000,0.001560
289000,0.001571
290000,0.001577
291000,0.001558
292000,0.001583
293000,0.001544
294000,0.001574
295000,0.001567
296000,0.001530
297000,0.001538
298000,0.001545
299000,0.001543
300000,0.001566
301000,0.001559
302000,0.001562
303000,0.001580
304000,0.001556
305000,0.001586
306000,0.001541
307000,0.001571
308000,0.001566
309000,0.001531
310000,0.001534
311000,0.001548
312000,0.001541
313000,0.001560
314000,0.001559
315000,0.001566
316000,0.001576
317000,0.001557
318000,0.001584
319000,0.001539
320000,0.001575
321000,0.001565
322000,0.001531
323000,0.001527
324000,0.001559
325000,0.001537
326000,0.001561
327000,0.001560
328000,0.001553
329000,0.001574
330000,0.001557
331000,0.001584
332000,0.001543
333000,0.001570
334000,0.001564
335000,0.001534
336000,0.001526
337000,0.001556
338000,0.001533
339000,0.001561
340000,0.001558
341000,0.001558
342000,0.001575
343000,0.001551
344000,0.001586
345000,0.001541
346000,0.001569
347000,0.001562
348000,0.001531
349000,0.001529
350000,0.001565
351000,0.001522
352000,0.001556
353000,0.001559
354000,0.001558
355000,0.001576
356000,0.001553
357000,0.001579
358000,0.001545
359000,0.001567
360000,0.001560
361000,0.001539
362000,0.001523
363000,0.001565
364000,0.001525
365000,0.001552
366000,0.001558
367000,0.001551
368000,0.001576
369000,0.001555
370000,0.001581
371000,0.001547
372000,0.001563
373000,0.001556
374000,0.001544
375000,0.001516
376000,0.001566
377000,0.001527
378000,0.001548
379000,0.001556
380000,0.001553
381000,0.001578
382000,0.001554
383000,0.001582
384000,0.001544
385000,0.001567
386000,0.001553
387000,0.001543
388000,0.001513
389000,0.001569
390000,0.001527
391000,0.001550
392000,0.001556
393000,0.001547
394000,0.001577
395000,0.001557
396000,0.001583
397000,0.001543
398000,0.001567
399000,0.001550
400000,0.001555
401000,0.001502
402000,0.001564
403000,0.001535
404000,0.001544
405000,0.001553
406000,0.001547
407000,0.001579
408000,0.001555
409000,0.001582
410000,0.001545
411000,0.001571
412000,0.001549
413000,0.001544
414000,0.001502
415000,0.001566
416000,0.001537
417000,0.001542
418000,0.001550
419000,0.001548
420000,0.001577
421000,0.001562
422000,0.001578
423000,0.001539
424000,0.001574
425000,0.001552
426000,0.001539
427000,0.001503
428000,0.001567
429000,0.001531
430000,0.001547
431000,0.001554
432000,0.001538
433000,0.001576
434000,0.001577
435000,0.001567
436000,0.001538
437000,0.001569
438000,0.001552
439000,0.001542
440000,0.001502
441000,0.001569
442000,0.001528
443000,0.001545
444000,0.001555
445000,0.001540
446000,0.001575
447000,0.001579
448000,0.001567
449000,0.001536
450000,0.001573
451000,0.001551
452000,0.001536
453000,0.001504
454000,0.001568
455000,0.001527
456000,0.001552
457000,0.001550
458000,0.001534
459000,0.001578
460000,0.001577
461000,0.001564
462000,0.001540
463000,0.001567
464000,0.001550
465000,0.001545
466000,0.001497
467000,0.001571
468000,0.001521
469000,0.001555
470000,0.001552
471000,0.001532
472000,0.001577
473000,0.001579
474000,0.001564
475000,0.001536
476000,0.001567
477000,0.001549
478000,0.001542
479000,0.001499
480000,0.001570
481000,0.001519
482000,0.001556
483000,0.001554
484000,0.001527
485000,0.001574
486000,0.001583
487000,0.001564
488000,0.001531
489000,0.001572
490000,0.001545
491000,0.001543
