iteration,loss
0,0.249761
1000,0.003544
2000,0.003194
3000,0.002915
4000,0.002789
5000,0.002678
6000,0.002615
7000,0.002532
8000,0.002416
9000,0.002455
10000,0.002309
11000,0.002404
12000,0.002225
13000,0.002237
14000,0.002220
15000,0.002185
16000,0.002188
17000,0.002105
18000,0.002099
19000,0.002108
20000,0.002112
21000,0.002057
22000,0.002072
23000,0.002006
24000,0.002104
25000,0.001979
26000,0.002001
27000,0.001980
28000,0.001969
29000,0.002003
30000,0.001928
31000,0.001951
32000,0.001943
33000,0.001949
34000,0.001900
35000,0.001953
36000,0.001896
37000,0.001975
38000,0.001870
39000,0.001906
40000,0.001881
41000,0.001887
42000,0.001909
43000,0.001854
44000,0.001876
45000,0.001880
46000,0.001899
47000,0.001833
48000,0.001900
49000,0.001822
50000,0.001937
51000,0.001829
52000,0.001856
53000,0.001832
54000,0.001845
55000,0.001879
56000,0.001807
57000,0.001833
58000,0.001839
59000,0.001862
60000,0.001799
61000,0.001871
62000,0.001784
63000,0.001912
64000,0.001795
65000,0.001833
66000,0.001806
67000,0.001820
68000,0.001848
69000,0.001782
70000,0.001808
71000,0.001817
72000,0.001830
73000,0.001777
74000,0.001854
75000,0.001756
76000,0.001890
77000,0.001771
78000,0.001814
79000,0.001786
80000,0.001803
81000,0.001834
82000,0.001771
83000,0.001790
84000,0.001794
85000,0.001820
86000,0.001763
87000,0.001830
88000,0.001744
89000,0.001873
90000,0.001751
91000,0.001801
92000,0.001778
93000,0.001780
94000,0.001818
95000,0.001756
96000,0.001779
97000,0.001784
98000,0.001810
99000,0.001742
100000,0.001824
101000,0.001731
102000,0.001863
103000,0.001733
104000,0.001790
105000,0.001765
106000,0.001771
107000,0.001807
108000,0.001742
109000,0.001785
110000,0.001765
111000,0.001796
112000,0.001731
113000,0.001816
114000,0.001717
115000,0.001856
116000,0.001725
117000,0.001784
118000,0.001760
119000,0.001757
120000,0.001798
121000,0.001746
122000,0.001760
123000,0.001765
124000,0.001790
125000,0.001717
126000,0.001811
127000,0.001715
128000,0.001844
129000,0.001714
130000,0.001782
131000,0.001751
132000,0.001752
133000,0.001787
134000,0.001739
135000,0.001762
136000,0.001751
137000,0.001781
138000,0.001709
139000,0.001809
140000,0.001701
141000,0.001841
142000,0.001704
143000,0.001779
144000,0.001740
145000,0.001747
146000,0.001784
147000,0.001735
148000,0.001755
149000,0.001741
150000,0.001778
151000,0.001705
152000,0.001805
153000,0.001695
154000,0.001831
155000,0.001697
156000,0.001784
157000,0.001725
158000,0.001741
159000,0.001783
160000,0.001727
161000,0.001752
162000,0.001739
163000,0.001770
164000,0.001706
165000,0.001799
166000,0.001691
167000,0.001826
168000,0.001691
169000,0.001784
170000,0.001720
171000,0.001739
172000,0.001783
173000,0.001722
174000,0.001744
175000,0.001733
176000,0.001767
177000,0.001707
178000,0.001797
179000,0.001683
180000,0.001826
181000,0.001684
182000,0.001783
183000,0.001714
184000,0.001733
185000,0.001781
186000,0.001724
187000,0.001735
188000,0.001730
189000,0.001767
190000,0.001702
191000,0.001793
192000,0.001685
193000,0.001818
194000,0.001681
195000,0.001785
196000,0.001709
197000,0.001731
198000,0.001775
199000,0.001722
200000,0.001734
201000,0.001730
202000,0.001756
203000,0.001713
204000,0.001780
205000,0.001679
206000,0.001815
207000,0.001685
208000,0.001779
209000,0.001706
210000,0.001725
211000,0.001775
212000,0.001721
213000,0.001731
214000,0.001726
215000,0.001756
216000,0.001714
217000,0.001785
218000,0.001663
219000,0.001813
220000,0.001685
221000,0.001774
222000,0.001704
223000,0.001733
224000,0.001763
225000,0.001714
226000,0.001730
227000,0.001723
228000,0.001752
229000,0.001715
230000,0.001781
231000,0.001660
232000,0.001811
233000,0.001680
234000,0.001772
235000,0.001702
236000,0.001743
237000,0.001756
238000,0.001706
239000,0.001732
240000,0.001722
241000,0.001746
242000,0.001716
243000,0.001778
244000,0.001656
245000,0.001814
246000,0.001673
247000,0.001775
248000,0.001702
249000,0.001737
250000,0.001755
251000,0.001711
252000,0.001725
253000,0.001724
254000,0.001742
255000,0.001715
256000,0.001776
257000,0.001654
258000,0.001813
259000,0.001672
260000,0.001773
261000,0.001701
262000,0.001736
263000,0.001750
264000,0.001705
265000,0.001738
266000,0.001713
267000,0.001738
268000,0.001725
269000,0.001762
270000,0.001649
271000,0.001817
272000,0.001666
273000,0.001772
274000,0.001705
275000,0.001730
276000,0.001747
277000,0.001713
278000,0.001723
279000,0.001710
280000,0.001740
281000,0.001724
282000,0.001764
283000,0.001647
284000,0.001811
285000,0.001665
286000,0.001773
287000,0.001708
288000,0.001722
289000,0.001745
290000,0.001711
291000,0.001719
292000,0.001718
293000,0.001729
294000,0.001722
295000,0.001762
296000,0.001644
297000,0.001808
298000,0.001665
299000,0.001769
300000,0.001707
301000,0.001723
302000,0.001746
303000,0.001712
304000,0.001714
305000,0.001711
306000,0.001728
307000,0.001721
308000,0.001760
309000,0.001640
310000,0.001810
311000,0.001666
312000,0.001766
313000,0.001703
314000,0.001719
315000,0.001747
316000,0.001715
317000,0.001707
318000,0.001714
319000,0.001725
320000,0.001732
321000,0.001751
322000,0.001635
323000,0.001808
324000,0.001665
325000,0.001763
326000,0.001699
327000,0.001719
328000,0.001746
329000,0.001713
330000,0.001714
331000,0.001707
332000,0.001721
333000,0.001736
334000,0.001745
335000,0.001641
336000,0.001801
337000,0.001664
338000,0.001779
339000,0.001682
340000,0.001718
341000,0.001744
342000,0.001707
343000,0.001722
344000,0.001696
345000,0.001723
346000,0.001737
347000,0.001740
348000,0.001637
349000,0.001800
350000,0.001661
351000,0.001782
352000,0.001677
353000,0.001724
354000,0.001736
355000,0.001711
356000,0.001716
357000,0.001696
358000,0.001716
359000,0.001738
360000,0.001738
361000,0.001636
362000,0.001800
363000,0.001658
364000,0.001777
365000,0.001683
366000,0.001720
367000,0.001732
368000,0.001712
369000,0.001719
370000,0.001687
371000,0.001719
372000,0.001736
373000,0.001732
374000,0.001636
375000,0.001800
376000,0.001657
377000,0.001787
378000,0.001670
379000,0.001715
380000,0.001740
381000,0.001714
382000,0.001717
383000,0.001685
384000,0.001717
385000,0.001734
386000,0.001731
387000,0.001637
388000,0.001797
389000,0.001656
390000,0.001786
391000,0.001669
392000,0.001717
393000,0.001732
394000,0.001711
395000,0.001723
396000,0.001687
397000,0.001718
398000,0.001729
399000,0.001729
400000,0.001634
401000,0.001799
402000,0.001653
403000,0.001783
404000,0.001675
405000,0.001707
406000,0.001734
407000,0.001714
408000,0.001719
409000,0.001681
410000,0.001717
411000,0.001728
412000,0.001729
413000,0.001639
414000,0.001790
415000,0.001655
416000,0.001783
417000,0.001673
418000,0.001705
419000,0.001740
420000,0.001714
421000,0.001709
422000,0.001680
423000,0.001714
424000,0.001726
425000,0.001734
426000,0.001631
427000,0.001789
428000,0.001656
429000,0.001787
430000,0.001671
431000,0.001703
432000,0.001738
433000,0.001716
434000,0.001717
435000,0.001664
436000,0.001712
437000,0.001728
438000,0.001735
439000,0.001626
440000,0.001793
441000,0.001651
442000,0.001792
443000,0.001661
444000,0.001704
445000,0.001743
446000,0.001713
447000,0.001715
448000,0.001666
449000,0.001711
450000,0.001726
451000,0.001735
452000,0.001636
453000,0.001786
454000,0.001652
455000,0.001785
456000,0.001656
457000,0.001706
458000,0.001740
459000,0.001716
460000,0.001712
461000,0.001668
462000,0.001708
463000,0.001727
464000,0.001737
465000,0.001635
466000,0.001788
467000,0.001648
468000,0.001788
469000,0.001654
470000,0.001703
471000,0.001746
472000,0.001709
473000,0.001705
474000,0.001667
475000,0.001713
476000,0.001725
477000,0.001734
478000,0.001642
479000,0.001779
480000,0.001647
481000,0.001794
482000,0.001648
483000,0.001702
484000,0.001746
485000,0.001705
486000,0.001703
487000,0.001668
488000,0.001715
489000,0.001719
490000,0.001741
491000,0.001639
492000,0.001776
493000,0.001641
494000,0.001795
495000,0.001649
496000,0.001702
497000,0.001744
498000,0.001705
499000,0.001702
