iteration,loss
0,0.259553
1000,0.002706
2000,0.002439
3000,0.002216
4000,0.002161
5000,0.002013
6000,0.001984
7000,0.001929
8000,0.001838
9000,0.001879
10000,0.001729
11000,0.001821
12000,0.001673
13000,0.001766
14000,0.001609
15000,0.001718
16000,0.001626
17000,0.001696
18000,0.001577
19000,0.001637
20000,0.001604
21000,0.001569
22000,0.001601
23000,0.001506
24000,0.001610
25000,0.001476
26000,0.001587
27000,0.001439
28000,0.001565
29000,0.001475
30000,0.001557
31000,0.001446
32000,0.001516
33000,0.001472
34000,0.001466
35000,0.001497
36000,0.001408
37000,0.001502
38000,0.001393
39000,0.001505
40000,0.001351
41000,0.001496
42000,0.001391
43000,0.001488
44000,0.001383
45000,0.001447
46000,0.001410
47000,0.001416
48000,0.001430
49000,0.001358
50000,0.001451
51000,0.001347
52000,0.001450
53000,0.001314
54000,0.001453
55000,0.001346
56000,0.001444
57000,0.001340
58000,0.001415
59000,0.001374
60000,0.001382
61000,0.001394
62000,0.001331
63000,0.001415
64000,0.001315
65000,0.001427
66000,0.001286
67000,0.001425
68000,0.001316
69000,0.001421
70000,0.001326
71000,0.001383
72000,0.001350
73000,0.001369
74000,0.001371
75000,0.001310
76000,0.001398
77000,0.001304
78000,0.001400
79000,0.001269
80000,0.001410
81000,0.001308
82000,0.001398
83000,0.001313
84000,0.001371
85000,0.001331
86000,0.001358
87000,0.001349
88000,0.001305
89000,0.001382
90000,0.001291
91000,0.001389
92000,0.001262
93000,0.001394
94000,0.001298
95000,0.001395
96000,0.001295
97000,0.001363
98000,0.001319
99000,0.001347
100000,0.001344
101000,0.001298
102000,0.001369
103000,0.001289
104000,0.001377
105000,0.001250
106000,0.001388
107000,0.001288
108000,0.001389
109000,0.001286
110000,0.001353
111000,0.001312
112000,0.001344
113000,0.001336
114000,0.001289
115000,0.001362
116000,0.001283
117000,0.001362
118000,0.001254
119000,0.001385
120000,0.001273
121000,0.001380
122000,0.001280
123000,0.001349
124000,0.001307
125000,0.001332
126000,0.001334
127000,0.001282
128000,0.001356
129000,0.001280
130000,0.001354
131000,0.001244
132000,0.001380
133000,0.001269
134000,0.001375
135000,0.001273
136000,0.001340
137000,0.001304
138000,0.001333
139000,0.001329
140000,0.001276
141000,0.001351
142000,0.001278
143000,0.001347
144000,0.001240
145000,0.001375
146000,0.001266
147000,0.001369
148000,0.001268
149000,0.001336
150000,0.001302
151000,0.001324
152000,0.001322
153000,0.001278
154000,0.001348
155000,0.001268
156000,0.001342
157000,0.001240
158000,0.001371
159000,0.001263
160000,0.001366
161000,0.001263
162000,0.001331
163000,0.001298
164000,0.001316
165000,0.001322
166000,0.001272
167000,0.001344
168000,0.001267
169000,0.001340
170000,0.001235
171000,0.001365
172000,0.001261
173000,0.001367
174000,0.001257
175000,0.001328
176000,0.001297
177000,0.001319
178000,0.001308
179000,0.001270
180000,0.001344
181000,0.001257
182000,0.001334
183000,0.001247
184000,0.001354
185000,0.001259
186000,0.001362
187000,0.001252
188000,0.001331
189000,0.001290
190000,0.001311
191000,0.001308
192000,0.001271
193000,0.001343
194000,0.001249
195000,0.001331
196000,0.001242
197000,0.001352
198000,0.001256
199000,0.001361
200000,0.001250
201000,0.001341
202000,0.001269
203000,0.001310
204000,0.001309
205000,0.001265
206000,0.001342
207000,0.001251
208000,0.001327
209000,0.001238
210000,0.001349
211000,0.001257
212000,0.001355
213000,0.001247
214000,0.001339
215000,0.001267
216000,0.001309
217000,0.001302
218000,0.001267
219000,0.001341
220000,0.001242
221000,0.001325
222000,0.001239
223000,0.001348
224000,0.001257
225000,0.001346
226000,0.001245
227000,0.001338
228000,0.001266
229000,0.001306
230000,0.001305
231000,0.001258
232000,0.001334
233000,0.001245
234000,0.001328
235000,0.001233
236000,0.001342
237000,0.001254
238000,0.001345
239000,0.001251
240000,0.001329
241000,0.001263
242000,0.001307
243000,0.001300
244000,0.001256
245000,0.001331
246000,0.001245
247000,0.001324
248000,0.001231
249000,0.001342
250000,0.001249
251000,0.001343
252000,0.001249
253000,0.001329
254000,0.001262
255000,0.001301
256000,0.001298
257000,0.001260
258000,0.001328
259000,0.001240
260000,0.001322
261000,0.001226
262000,0.001339
263000,0.001255
264000,0.001339
265000,0.001244
266000,0.001327
267000,0.001258
268000,0.001300
269000,0.001300
270000,0.001253
271000,0.001326
272000,0.001243
273000,0.001319
274000,0.001229
275000,0.001334
276000,0.001250
277000,0.001338
278000,0.001243
279000,0.001325
280000,0.001256
281000,0.001297
282000,0.001295
283000,0.001258
284000,0.001333
285000,0.001229
286000,0.001316
287000,0.001234
288000,0.001330
289000,0.001248
290000,0.001338
